,COMPANY_NAME,COMPANY_LINK
1012,Renaiss. Global,https://www.screener.in/company/RGL/consolidated/
1013,India Motor Part,https://www.screener.in/company/IMPAL/
1014,Signpost India,https://www.screener.in/company/SIGNPOST/
1015,GNA Axles,https://www.screener.in/company/GNA/
1016,Shringar House,https://www.screener.in/company/SHRINGARMS/
1017,Divgi Torq,https://www.screener.in/company/DIVGIITTS/
1018,Sumeet Industrie,https://www.screener.in/company/SUMEETINDS/consolidated/
1019,Unitech,https://www.screener.in/company/UNITECH/consolidated/
1020,Somany Ceramics,https://www.screener.in/company/SOMANYCERA/consolidated/
1021,Arihant Super.,https://www.screener.in/company/ARIHANTSUP/consolidated/
1022,Laxmi Goldorna,https://www.screener.in/company/LGHL/consolidated/
1023,Precision Camshf,https://www.screener.in/company/PRECAM/consolidated/
1024,Nitin Spinners,https://www.screener.in/company/NITINSPIN/
1025,Kesar India,https://www.screener.in/company/543542/consolidated/
1026,S P Apparels,https://www.screener.in/company/SPAL/consolidated/
1027,Shanti Educat.,https://www.screener.in/company/539921/consolidated/
1028,Frontier Springs,https://www.screener.in/company/522195/
1029,Talbros Auto.,https://www.screener.in/company/TALBROAUTO/consolidated/
1030,All Time Plastic,https://www.screener.in/company/ALLTIME/
1031,Motisons Jewel,https://www.screener.in/company/MOTISONS/
1032,Wonder Electric.,https://www.screener.in/company/WEL/
1033,Igarashi Motors,https://www.screener.in/company/IGARASHI/
1034,Stanley Lifesty.,https://www.screener.in/company/STANLEY/consolidated/
1035,IKIO Tech,https://www.screener.in/company/IKIO/consolidated/
1036,Den Networks,https://www.screener.in/company/DEN/consolidated/
1037,Vascon Engineers,https://www.screener.in/company/VASCONEQ/consolidated/
1038,Rupa & Co,https://www.screener.in/company/RUPA/consolidated/
1039,Indo Rama Synth.,https://www.screener.in/company/INDORAMA/consolidated/
1040,Shriram Properti,https://www.screener.in/company/SHRIRAMPPS/consolidated/
1041,Carysil,https://www.screener.in/company/CARYSIL/consolidated/
1042,Yatra Online,https://www.screener.in/company/YATRA/consolidated/
1043,Nitco,https://www.screener.in/company/NITCO/consolidated/
1044,Baazar Style,https://www.screener.in/company/STYLEBAAZA/
1045,Hathway Cable,https://www.screener.in/company/HATHWAY/consolidated/
1046,Landmark Cars,https://www.screener.in/company/LANDMARK/consolidated/
1047,NDR Auto Compon.,https://www.screener.in/company/NDRAUTO/consolidated/
1048,India Nipp.Elec.,https://www.screener.in/company/INDNIPPON/consolidated/
1049,Nilkamal Ltd,https://www.screener.in/company/NILKAMAL/consolidated/
1050,EIH Assoc.Hotels,https://www.screener.in/company/EIHAHOTELS/
1051,Oriental Hotels,https://www.screener.in/company/ORIENTHOT/consolidated/
1052,Filatex India,https://www.screener.in/company/FILATEX/
1053,Rane (Madras),https://www.screener.in/company/RML/consolidated/
1054,Pokarna,https://www.screener.in/company/POKARNA/consolidated/
1055,Goodyear India,https://www.screener.in/company/GOODYEAR/
1056,Wheels India,https://www.screener.in/company/WHEELS/
1057,Stove Kraft,https://www.screener.in/company/STOVEKRAFT/
1058,Mayur Uniquoters,https://www.screener.in/company/MAYURUNIQ/
1059,Sri Adhik. Bros.,https://www.screener.in/company/SABTNL/consolidated/
1060,Delta Corp,https://www.screener.in/company/DELTACORP/consolidated/
1061,Cantabil Retail,https://www.screener.in/company/CANTABIL/
1062,Veranda Learning,https://www.screener.in/company/VERANDA/consolidated/
1063,Dollar Industrie,https://www.screener.in/company/DOLLAR/
1064,Uniparts India,https://www.screener.in/company/UNIPARTS/consolidated/
1065,Sangam India,https://www.screener.in/company/SANGAMIND/consolidated/
1066,Ganesha Ecosphe.,https://www.screener.in/company/GANECOS/consolidated/
1067,D.P. Abhushan,https://www.screener.in/company/DPABHUSHAN/
1068,Apeejay Surrend.,https://www.screener.in/company/PARKHOTELS/consolidated/
1069,Imagica. Enter.,https://www.screener.in/company/IMAGICAA/consolidated/
1070,City Pulse Multi,https://www.screener.in/company/542727/
1071,Brigade Hotel,https://www.screener.in/company/BRIGHOTEL/consolidated/
1072,Arkade,https://www.screener.in/company/ARKADE/consolidated/
1073,TVS Srichakra,https://www.screener.in/company/TVSSRICHAK/consolidated/
1074,Ashiana Housing,https://www.screener.in/company/ASHIANA/consolidated/
1075,AGI Infra,https://www.screener.in/company/AGIIL/
1076,Easy Trip Plann.,https://www.screener.in/company/EASEMYTRIP/consolidated/
1077,Sandhar Tech,https://www.screener.in/company/SANDHAR/consolidated/
1078,Sai Silks,https://www.screener.in/company/KALAMANDIR/
1079,Hindware Home In,https://www.screener.in/company/HINDWAREAP/consolidated/
1080,Arvind SmartSp.,https://www.screener.in/company/ARVSMART/consolidated/
1081,Federal-Mogul Go,https://www.screener.in/company/FMGOETZE/consolidated/
1082,NRB Bearings,https://www.screener.in/company/NRBBEARING/consolidated/
1083,La Opala RG,https://www.screener.in/company/LAOPALA/
1084,TajGVK Hotels,https://www.screener.in/company/TAJGVK/
1085,Sirca Paints,https://www.screener.in/company/SIRCA/consolidated/
1086,Carraro India,https://www.screener.in/company/CARRARO/
1087,Automotive Axles,https://www.screener.in/company/AUTOAXLES/
1088,Alembic,https://www.screener.in/company/ALEMBICLTD/consolidated/
1089,Euro Pratik Sale,https://www.screener.in/company/EUROPRATIK/consolidated/
1090,Spice LoungeFood,https://www.screener.in/company/539895/consolidated/
1091,Raymond Realty,https://www.screener.in/company/RAYMONDREL/consolidated/
1092,Marathon Nextgen,https://www.screener.in/company/MARATHON/consolidated/
1093,Lux Industries,https://www.screener.in/company/LUXIND/
1094,Jamna Auto Inds.,https://www.screener.in/company/JAMNAAUTO/consolidated/
1095,Raymond,https://www.screener.in/company/RAYMOND/consolidated/
1096,Kolte Patil Dev.,https://www.screener.in/company/KOLTEPATIL/consolidated/
1097,Greenpanel Inds.,https://www.screener.in/company/GREENPANEL/
1098,MPS,https://www.screener.in/company/MPSLTD/consolidated/
1099,Wonderla Holiday,https://www.screener.in/company/WONDERLA/
1100,Go Fashion (I),https://www.screener.in/company/GOCOLORS/
1101,Greenply Industr,https://www.screener.in/company/GREENPLY/consolidated/
1102,Vaibhav Global,https://www.screener.in/company/VAIBHAVGBL/consolidated/
1103,Kitex Garments,https://www.screener.in/company/KITEX/consolidated/
1104,Sundaram Clayton,https://www.screener.in/company/SUNCLAY/consolidated/
1105,Rolex Rings,https://www.screener.in/company/ROLEXRINGS/
1106,Navneet Educat.,https://www.screener.in/company/NAVNETEDUL/consolidated/
1107,Bombay Dyeing,https://www.screener.in/company/BOMDYEING/consolidated/
1108,Jindal Worldwide,https://www.screener.in/company/JINDWORLD/consolidated/
1109,National Standar,https://www.screener.in/company/504882/
1110,Steel Str. Wheel,https://www.screener.in/company/SSWL/
1111,KDDL Ltd,https://www.screener.in/company/KDDL/consolidated/
1112,Siyaram Silk,https://www.screener.in/company/SIYSIL/
1113,Kewal Kir.Cloth.,https://www.screener.in/company/KKCL/consolidated/
1114,Epack Durable,https://www.screener.in/company/EPACK/
1115,Stylam Industrie,https://www.screener.in/company/STYLAMIND/
1116,Crizac,https://www.screener.in/company/CRIZAC/consolidated/
1117,Indigo Paints,https://www.screener.in/company/INDIGOPNTS/
1118,Entero Healthcar,https://www.screener.in/company/ENTERO/consolidated/
1119,Responsive Ind,https://www.screener.in/company/RESPONIND/consolidated/
1120,Sky Gold & Diam.,https://www.screener.in/company/SKYGOLD/consolidated/
1121,SJS Enterprises,https://www.screener.in/company/SJS/consolidated/
1122,Johnson Con. Hit,https://www.screener.in/company/JCHAC/
1123,D B Corp,https://www.screener.in/company/DBCORP/consolidated/
1124,Lumax Industries,https://www.screener.in/company/LUMAXIND/consolidated/
1125,Hawkins Cookers,https://www.screener.in/company/508486/
1126,SIS,https://www.screener.in/company/SIS/consolidated/
1127,NIIT Learning,https://www.screener.in/company/NIITMTS/consolidated/
1128,TARC Ltd,https://www.screener.in/company/TARC/consolidated/
1129,JTEKT India,https://www.screener.in/company/JTEKTINDIA/
1130,L G Balakrishnan,https://www.screener.in/company/LGBBROSLTD/consolidated/
1131,PDS,https://www.screener.in/company/PDSL/consolidated/
1132,Hubtown,https://www.screener.in/company/HUBTOWN/consolidated/
1133,Restaurant Brand,https://www.screener.in/company/RBA/consolidated/
1134,Samhi Hotels,https://www.screener.in/company/SAMHI/consolidated/
1135,Goldiam Intl.,https://www.screener.in/company/GOLDIAM/consolidated/
1136,Orient Electric,https://www.screener.in/company/ORIENTELEC/
1137,Sanathan Textile,https://www.screener.in/company/SANATHAN/consolidated/
1138,Borosil,https://www.screener.in/company/BOROLTD/consolidated/
1139,Timex Group,https://www.screener.in/company/500414/
1140,Ajmera Realty,https://www.screener.in/company/AJMERA/consolidated/
1141,Ganesh Housing,https://www.screener.in/company/GANESHHOU/consolidated/
1142,Mahindra Holiday,https://www.screener.in/company/MHRIL/consolidated/
1143,Arvind Fashions.,https://www.screener.in/company/ARVINDFASN/consolidated/
1144,V-Mart Retail,https://www.screener.in/company/VMART/
1145,Thangamayil Jew.,https://www.screener.in/company/THANGAMAYL/
1146,Greenlam Industr,https://www.screener.in/company/GREENLAM/consolidated/
1147,Pricol Ltd,https://www.screener.in/company/PRICOLLTD/consolidated/
1148,Sunteck Realty,https://www.screener.in/company/SUNTECK/consolidated/
1149,Suprajit Engg.,https://www.screener.in/company/SUPRAJIT/consolidated/
1150,Bajaj Electrical,https://www.screener.in/company/BAJAJELEC/consolidated/
1151,Symphony,https://www.screener.in/company/SYMPHONY/consolidated/
1152,Juniper Hotels,https://www.screener.in/company/JUNIPER/consolidated/
1153,Sharda Motor,https://www.screener.in/company/SHARDAMOTR/
1154,Puravankara,https://www.screener.in/company/PURVA/consolidated/
1155,V I P Inds.,https://www.screener.in/company/VIPIND/consolidated/
1156,Shoppers Stop,https://www.screener.in/company/SHOPERSTOP/consolidated/
1157,Pearl Global Ind,https://www.screener.in/company/PGIL/consolidated/
1158,Electronics Mart,https://www.screener.in/company/EMIL/consolidated/
1159,Prime Focus,https://www.screener.in/company/PFOCUS/consolidated/
1160,Senco Gold,https://www.screener.in/company/SENCO/
1161,I T D C,https://www.screener.in/company/ITDC/consolidated/
1162,Rajesh Exports,https://www.screener.in/company/RAJESHEXPO/consolidated/
1163,Gokaldas Exports,https://www.screener.in/company/GOKEX/consolidated/
1164,Indo Count Inds.,https://www.screener.in/company/ICIL/consolidated/
1165,Fiem Industries,https://www.screener.in/company/FIEMIND/consolidated/
1166,TTK Prestige,https://www.screener.in/company/TTKPRESTIG/consolidated/
1167,Alok Industries,https://www.screener.in/company/ALOKINDS/consolidated/
1168,PC Jeweller,https://www.screener.in/company/PCJEWELLER/consolidated/
1169,Campus Activewe.,https://www.screener.in/company/CAMPUS/
1170,Lumax Auto Tech.,https://www.screener.in/company/LUMAXTECH/consolidated/
1171,Valor Estate,https://www.screener.in/company/DBREALTY/consolidated/
1172,V2 Retail,https://www.screener.in/company/V2RETAIL/consolidated/
1173,Netwrk.18 Media,https://www.screener.in/company/NETWORK18/consolidated/
1174,Cera Sanitary.,https://www.screener.in/company/CERA/
1175,Keystone Realtor,https://www.screener.in/company/RUSTOMJEE/consolidated/
1176,Mahindra Life.,https://www.screener.in/company/MAHLIFE/consolidated/
1177,Kalpat.,https://www.screener.in/company/KALPATARU/consolidated/
1178,Arvind Ltd,https://www.screener.in/company/ARVIND/consolidated/
1179,Redtape,https://www.screener.in/company/REDTAPE/consolidated/
1180,Max Estates,https://www.screener.in/company/MAXESTATES/consolidated/
1181,Garware Tech.,https://www.screener.in/company/GARFIBRES/consolidated/
1182,Raymond Lifestyl,https://www.screener.in/company/RAYMONDLSL/consolidated/
1183,Thomas Cook (I),https://www.screener.in/company/THOMASCOOK/consolidated/
1184,Sheela Foam,https://www.screener.in/company/SFL/consolidated/
1185,Ethos Ltd,https://www.screener.in/company/ETHOSLTD/consolidated/
1186,Tips Music,https://www.screener.in/company/TIPSMUSIC/
1187,Aditya Vision,https://www.screener.in/company/AVL/
1188,RattanIndia Ent,https://www.screener.in/company/RTNINDIA/consolidated/
1189,IFB Industries,https://www.screener.in/company/IFBIND/
1190,Just Dial,https://www.screener.in/company/JUSTDIAL/
1191,Shriram Pistons,https://www.screener.in/company/SHRIPISTON/consolidated/
1192,Cartrade Tech,https://www.screener.in/company/CARTRADE/consolidated/
1193,Banco Products,https://www.screener.in/company/BANCOINDIA/consolidated/
1194,Le Travenues,https://www.screener.in/company/IXIGO/consolidated/
1195,Vardhman Textile,https://www.screener.in/company/VTL/consolidated/
1196,Welspun Living,https://www.screener.in/company/WELSPUNLIV/consolidated/
1197,Safari Inds.,https://www.screener.in/company/SAFARI/consolidated/
1198,Relaxo Footwear,https://www.screener.in/company/RELAXO/
1199,PVR Inox,https://www.screener.in/company/PVRINOX/consolidated/
1200,Eureka Forbes,https://www.screener.in/company/EUREKAFORB/
1201,Bluestone Jewel,https://www.screener.in/company/BLUESTONE/consolidated/
1202,Zee Entertainmen,https://www.screener.in/company/ZEEL/consolidated/
1203,Westlife Food,https://www.screener.in/company/WESTLIFE/consolidated/
1204,JK Tyre & Indust,https://www.screener.in/company/JKTYRE/consolidated/
1205,Aditya Bir. Fas.,https://www.screener.in/company/ABFRL/consolidated/
1206,Nazara Technolo.,https://www.screener.in/company/NAZARA/consolidated/
1207,ASK Automotive,https://www.screener.in/company/ASKAUTOLTD/consolidated/
1208,Ramkrishna Forg.,https://www.screener.in/company/RKFORGE/consolidated/
1209,Sapphire Foods,https://www.screener.in/company/SAPPHIRE/consolidated/
1210,Varroc Engineer,https://www.screener.in/company/VARROC/consolidated/
1211,Medplus Health,https://www.screener.in/company/MEDPLUS/consolidated/
1212,P N Gadgil Jewe.,https://www.screener.in/company/PNGJL/consolidated/
1213,Sri Lotus,https://www.screener.in/company/LOTUSDEV/consolidated/
1214,Sansera Enginee.,https://www.screener.in/company/SANSERA/consolidated/
1215,Saregama India,https://www.screener.in/company/SAREGAMA/consolidated/
1216,A B Lifestyle,https://www.screener.in/company/ABLBL/consolidated/
1217,TBO Tek,https://www.screener.in/company/TBOTEK/consolidated/
1218,Ventive Hospital,https://www.screener.in/company/VENTIVE/consolidated/
1219,Vedant Fashions,https://www.screener.in/company/MANYAVAR/
1220,CIE Automotive,https://www.screener.in/company/CIEINDIA/consolidated/
1221,Craftsman Auto,https://www.screener.in/company/CRAFTSMAN/consolidated/
1222,Sobha,https://www.screener.in/company/SOBHA/consolidated/
1223,JBM Auto,https://www.screener.in/company/JBMA/consolidated/
1224,V-Guard Industri,https://www.screener.in/company/VGUARD/consolidated/
1225,Bata India,https://www.screener.in/company/BATAINDIA/consolidated/
1226,Akzo Nobel,https://www.screener.in/company/AKZOINDIA/
1227,Whirlpool India,https://www.screener.in/company/WHIRLPOOL/
1228,Indiamart Inter.,https://www.screener.in/company/INDIAMART/consolidated/
1229,PG Electroplast,https://www.screener.in/company/PGEL/consolidated/
1230,Trident,https://www.screener.in/company/TRIDENT/consolidated/
1231,Schloss Bangal.,https://www.screener.in/company/THELEELA/consolidated/
1232,BLS Internat.,https://www.screener.in/company/BLS/consolidated/
1233,Belrise Industri,https://www.screener.in/company/BELRISE/consolidated/
1234,CEAT,https://www.screener.in/company/CEATLTD/consolidated/
1235,SignatureGlobal,https://www.screener.in/company/SIGNATURE/consolidated/
1236,Minda Corp,https://www.screener.in/company/MINDACORP/consolidated/
1237,Lemon Tree Hotel,https://www.screener.in/company/LEMONTREE/consolidated/
1238,Cello World,https://www.screener.in/company/CELLO/consolidated/
1239,Embassy Develop,https://www.screener.in/company/EMBDL/consolidated/
1240,Olectra Greentec,https://www.screener.in/company/OLECTRA/consolidated/
1241,Mindspace Busine,https://www.screener.in/company/MINDSPACE/consolidated/
1242,ZF Commercial,https://www.screener.in/company/ZFCVINDIA/
1243,Sona BLW Precis.,https://www.screener.in/company/SONACOMS/consolidated/
1244,Nexus Select,https://www.screener.in/company/NXST/consolidated/
1245,EIH,https://www.screener.in/company/EIHOTEL/consolidated/
1246,Ather Energy,https://www.screener.in/company/ATHERENERG/
1247,Anant Raj,https://www.screener.in/company/ANANTRAJ/consolidated/
1248,Urban Company,https://www.screener.in/company/URBANCO/consolidated/
1249,Ola Electric,https://www.screener.in/company/OLAELEC/consolidated/
1250,Sun TV Network,https://www.screener.in/company/SUNTV/consolidated/
1251,Brigade Enterpr.,https://www.screener.in/company/BRIGADE/consolidated/
1252,Asahi India Glas,https://www.screener.in/company/ASAHIINDIA/consolidated/
1253,Brookfield India,https://www.screener.in/company/BIRET/consolidated/
1254,Sundram Fasten.,https://www.screener.in/company/SUNDRMFAST/consolidated/
1255,Force Motors,https://www.screener.in/company/FORCEMOT/consolidated/
1256,Chalet Hotels,https://www.screener.in/company/CHALET/consolidated/
1257,Devyani Intl.,https://www.screener.in/company/DEVYANI/consolidated/
1258,Kansai Nerolac,https://www.screener.in/company/KANSAINER/consolidated/
1259,Brainbees Solut.,https://www.screener.in/company/FIRSTCRY/consolidated/
1260,Kajaria Ceramics,https://www.screener.in/company/KAJARIACER/consolidated/
1261,Gabriel India,https://www.screener.in/company/GABRIEL/
1262,Crompton Gr. Con,https://www.screener.in/company/CROMPTON/consolidated/
1263,Amara Raja Ener.,https://www.screener.in/company/ARE&M/
1264,Century Plyboard,https://www.screener.in/company/CENTURYPLY/consolidated/
1265,Travel Food,https://www.screener.in/company/TRAVELFOOD/consolidated/
1266,Schaeffler India,https://www.screener.in/company/SCHAEFFLER/
1267,MRF,https://www.screener.in/company/MRF/consolidated/
1268,Prestige Estates,https://www.screener.in/company/PRESTIGE/consolidated/
1269,Berger Paints,https://www.screener.in/company/BERGEPAINT/consolidated/
1270,Godrej Propert.,https://www.screener.in/company/GODREJPROP/consolidated/
1271,Tube Investments,https://www.screener.in/company/TIINDIA/consolidated/
1272,Oberoi Realty,https://www.screener.in/company/OBEROIRLTY/consolidated/
1273,Bharat Forge,https://www.screener.in/company/BHARATFORG/consolidated/
1274,Phoenix Mills,https://www.screener.in/company/PHOENIXLTD/consolidated/
1275,I R C T C,https://www.screener.in/company/IRCTC/
1276,Kalyan Jewellers,https://www.screener.in/company/KALYANKJIL/consolidated/
1277,Page Industries,https://www.screener.in/company/PAGEIND/
1278,Voltas,https://www.screener.in/company/VOLTAS/consolidated/
1279,ITC Hotels,https://www.screener.in/company/ITCHOTELS/consolidated/
1280,Balkrishna Inds,https://www.screener.in/company/BALKRISIND/consolidated/
1281,Endurance Tech.,https://www.screener.in/company/ENDURANCE/consolidated/
1282,Embassy Off.REIT,https://www.screener.in/company/EMBASSY/consolidated/
1283,Jubilant Food.,https://www.screener.in/company/JUBLFOOD/consolidated/
1284,Blue Star,https://www.screener.in/company/BLUESTARCO/consolidated/
1285,K P R Mill Ltd,https://www.screener.in/company/KPRMILL/consolidated/
1286,Metro Brands,https://www.screener.in/company/METROBRAND/consolidated/
1287,Exide Inds.,https://www.screener.in/company/EXIDEIND/consolidated/
1288,Apollo Tyres,https://www.screener.in/company/APOLLOTYRE/consolidated/
1289,Motherson Wiring,https://www.screener.in/company/MSUMI/
1290,Amber Enterp.,https://www.screener.in/company/AMBER/consolidated/
1291,Maruti Suzuki,https://www.screener.in/company/MARUTI/consolidated/
1292,M & M,https://www.screener.in/company/M&M/consolidated/
1293,Eternal Ltd,https://www.screener.in/company/ETERNAL/consolidated/
1294,Titan Company,https://www.screener.in/company/TITAN/consolidated/
1295,Avenue Super.,https://www.screener.in/company/DMART/consolidated/
1296,Tata Motors,https://www.screener.in/company/TATAMOTORS/consolidated/
1297,Bajaj Auto,https://www.screener.in/company/BAJAJ-AUTO/consolidated/
1298,Asian Paints,https://www.screener.in/company/ASIANPAINT/consolidated/
1299,Hyundai Motor I,https://www.screener.in/company/HYUNDAI/
1300,Eicher Motors,https://www.screener.in/company/EICHERMOT/consolidated/
1301,DLF,https://www.screener.in/company/DLF/consolidated/
1302,TVS Motor Co.,https://www.screener.in/company/TVSMOTOR/consolidated/
1303,Trent,https://www.screener.in/company/TRENT/consolidated/
1304,Bosch,https://www.screener.in/company/BOSCHLTD/
1305,Lodha Developers,https://www.screener.in/company/LODHA/consolidated/
1306,Hero Motocorp,https://www.screener.in/company/HEROMOTOCO/consolidated/
1307,Samvardh. Mothe.,https://www.screener.in/company/MOTHERSON/consolidated/
1308,Swiggy,https://www.screener.in/company/SWIGGY/consolidated/
1309,Indian Hotels Co,https://www.screener.in/company/INDHOTEL/consolidated/
1310,Dixon Technolog.,https://www.screener.in/company/DIXON/consolidated/
1311,Havells India,https://www.screener.in/company/HAVELLS/consolidated/
1312,Info Edg.(India),https://www.screener.in/company/NAUKRI/consolidated/
1313,Uno Minda,https://www.screener.in/company/UNOMINDA/consolidated/
1314,FSN E-Commerce,https://www.screener.in/company/NYKAA/consolidated/
1315,Vishal Mega Mart,https://www.screener.in/company/VMM/consolidated/
